name,title,rating,date,text,helpful_vote
Pradum Maddeshiya,Amazing product,5,17-Jun-21,Best protien in this range 👌also quality is better than others brands i use this product from last 10 daysI use its chocolate 🍫 flavorIts different and also better then other chocolate flavorsAnd mixibility is also goodI love this protien 😍,
Qutbi,Best product,5,25-Dec-21,"Best product by big muscles, ordered it 4th time and all the things are best in this product taste flavour absorption all best and results are also good",
Azim choudhury,Kudos Bigmuscles,5,2-Jul-21,"The product exactly delivers whats written in the packet, I could see significant change in my muscle size and also increase in power while using the product. I have almost finished the first packet and m all set to order the second.",
sagarjagtap1986,Not good at all,1,23-Mar-22,Must say that don't even try this..... Totally worst product.. Mixability not there al all... Flvor is also not good enough.... Shifting to another brand product,
Shahid Shaikh,Poor quality,1,13-Aug-20,"Not at all happy with the taste, mixability is an issue, after dissolving in water texture is very thin almost like water, not sure about the genuineness",
Vijay salvi,Good quality product,5,21 April 2021,"Wow, really its works superbly, using it for few days and i can see the changes of my body structure. It helps to kick start on morning. And it boosts my energy level to lift more weights. Love it. Please don't take it with milk, better to take with water.",
Jagrit Soni,2 Jars finished! Good results for me as a beginner.,5,23-Jul-20,"Two jars finished, costed 1250 each. Shown good results. But now switching to Himalaya quista as one of the sellers was selling this one for 850/- so i think this one is going to suffer duplicacy.",
Yug Shah,Don't Buy,1,9-Jun-22,Multiple lab reports have proved that there's less than 40% protein content as compared to claimed 70%,
Nikky Sharma,Worst product received (unauthentic),1,2-Dec-21,I never expected this kind of delivery.Box is not genuine.Barcode is sticked outside .Labador sticker was not there on box.Packeging looks unauthentic.I am using it since 1 year so I know very well how it looks like So poor packaging.,
HarshRaval,Good according to price,3,24-Nov-21,"This is not the best, you cannot drink immediately after shaking, it creates so many bubbles.",
PANKAJ K.,Disappoint,1,18-Jul-22,Lumps bahut bnte hai i don't know ye original hi tha ya nhi..but not satisfied at all..is se achha to 500 600 Mila k koi or achha unhi ki site se le lo.. totally ghtiya .. don't put your body on risk..,
Khusbu Kumari,Whey protien,5,18-Feb-21,"This whey is amazing ,the taste is good,I like the flavour ,for beginners this one is the best as it is gold standard, big muscle have done an excellent job, and it is so easy to mix. Have seen an amazing results",
pranav bhaskar,"Adulterated protein, Broken seal , Fake supplement!!",1,29-Jul-22,Cheap and adultered protein.,
vivek,Great for starters. Even works on seniors above 50 age,5,9-Dec-21,Great for young & old generation.Even if you taken half a spoon with milk. It recovers you,
KOUSHIK,Sugar whey,2,6-Nov-21,Taste is bad. You feel like drinking sugar syrup. Recovery is too slow.,
A M,Not worth it.,1,26-Nov-21,Great taste. But it offers 100rs cash back on a 5 star review. That's a red flag.,
Bijendra Dubey,Budget Protein and Does the job,4,27-Nov-21,I am using this product for almost a year and no side effects. My excersize us on and off so results are not that great. But no bloating or digestive issues,
shailesh singh,dissappointing,2,15-Jan-21,i bought it last month i m quite happy with the price nd the whey but bcaa which i got free with it its dissapointing its totally waste nd expired nd when i applied for return amazon told me to deal with big muscle first so its a long process so i dont going to buy it again in future .,
kartik mahajan,Worst Taste and too much sugar Content,1,26-Feb-22,"It is just like powdered sugar with a little bit of cocoa powder sprinkled on it.Taste is awful, totally a waste of money.",
Athma Lal,plastic pieces in the supplement,1,27-Sep-21,found a plastic piece in the supplement also it seems that there are shredded pieces of it in the whole protein,
Adarsh Mishra,Taste is very bad,1,15-Aug-22,This seller has delivered the fake product. It tastes and smells strange. I have bought it before from different seller than was true belgian flavoured. It tastes hell.,
Manav G.,Amazing taste; feels good but difficult to dissolve,4,25-Aug-21,Everything is great about the protein; the only problem i face is it is difficult to dissolve it and even after blending it for a while you’ll still get bits if protein in mouth.,
Hayaan Gujjar,Not worth,3,22-Jul-21,"Product showing fake in their scanning app, even i mail to the given mail id however I haven’t received any response till in 15days, I don’t think so it is authentic, let’s we do have many choices in this range",
Abhinav mittal,Low budget but not worth it! Not pure whey! Too much froth!,2,23-Sep-21,The protein is low budget but not pure whey! Too much froth formation i have never seen in any of my protein in 4 years,
Pranab Kumar Jha,Good taste and performance,4,20-Aug-21,"Tastes like Complan from childhood days. Good chocolate taste ,little sweet and lots of protein.Good .",
vikas,"Duplicate, waste product",1,22-Dec-21,Totally fake product...smells very bad. No taste in even 150 ml water with 1 scoop...Also lot of foam generates when shaked... Need to be replaced on Urgent basis. Duplicate product.,
Jasmitha Namburu,Worst flavour,1,16-Jan-21,Worst flavour.. Getting vomiting sensation after drinking... Please don’t buy this whey protein.. Don’t waste money on this cheap product.. Amazon people also not helping in returning this product after doing multiple calls... Worst customer service worst product I ever buyed from Amazon,
User,Good taste and absorbency,5,1-Dec-21,"After hearing alot of great reviews, finally ordered. After use review-Good tasteGood absorbencyGreat for beginnersIf you are looking for good protein supplement just go for it as it's best in this price segment",
Shiivam Arora,Worst product,1,4-Jun-21,"Worst product.not able not dissolve in shaker, have to use blender.Fake whey protien.",
Ashish maurya,Product consistency is different in same product,3,31-Oct-21,"I buy the same product from official site of big muscle 1 month agoThe product consistency is so differentMixability is poor, powder is thickerTaste is different ...",
Dr.Lokesh Yadav,It's alright,3,17-Jun-22,"Doesn't mixes well, flavor is okay.",
shammy,I liked it,5,21-Jun-21,"Yeah Shows performance But you should follow 8 time meal per day Must and 2 time this Bigmuscles per day Must for improvement , and also Don't Masterbate frequently control as far as possible your horse .",
Jay Kansara,Looked fake with ripped off branding.,1,28-Feb-22,This is a very cheap brand who are fooling people. The box looked like a cheap copy so I did not take the risk to open and consume. I took a refund,
Ernestvedha,Already opened product,1,4-Jun-22,"Recieved the product with a tampered seal, asked for a return and it was scheduled on June 1, no one has arrived to take it back till now, none of the customer care number work as far as I know.",
KHATANA ARFAN AZIZ,1 scoop contain less protein not 25g protein as mentioned on bottle,3,14-Sep-21,1 scoop contains less protein not 25g protein as mentioned on bottle . good for begginers only,
Anandu,Best product in the price range,5,22 April 2022,"The best part is flavour ,  I choose belgian chocolateThen price range i got it 1649/-Best product in this price rangeDetailed review update after 1 month use ,",
Varun Bharadwaj,tastes good and mixes easily,5,5-Mar-21,this belgian chocolate flavor tastes amazing and better than regular chocolate flavour whey proteins. it mixes easily with both water and milk so that sets the bar for me.,
ameyzing,Waste of money,2,18-Mar-21,"There is no chocolate in belgian chocolate, taste is bad. Caffe Latte Tastes good, BUT ..CAFFE LATTE NOT GOOD FOR YOUR STOMACH. makes digestion hard 🤢🚽..there is way too much of coffee in one scoop. Also not much difference on the body i will switch to a different brand",
