,review_helpful_vote,review_text,review_rating
612,0,"Excellent sound quality...& that’s no one device is beat in this quality,Immersive display & awesome  performance ..",5.0 out of 5 stars
613,0,I find display issue with my iPhone after a month now. I see thin black line from top to bottom just an inch from left side. Battery adapter is also not working properly. I am also unable to access amazon customer care also,1.0 out of 5 stars
614,0,Great battery life’s buttery smooth transitions/animations so so refined compared to an Android phone .Face recognition is a bit glitchy though my daughter can trigger it for my wife’s login,4.0 out of 5 stars
615,0,"I dont know how to explain it, but no need for any review... Just one word.. Apple... Go for it... Its worth your money..",5.0 out of 5 stars
616,0,The product is a masterpiece but the box corner was damaged like the box was undergone ruff conditions,4.0 out of 5 stars
617,0,This is my second purchase of I phone through amazon I am happy and satisfied with the product....thanks to amazon ...keep it up,4.0 out of 5 stars
618,One person found this helpful,The most unique feature of this product - face id for unlock is not working in the product delivered to me. Now i have to keep visiting the apple service centre to get it fixed.,2.0 out of 5 stars
619,One person found this helpful,I have got the delivery of iphone xr yesterday and I have found that there is a spot near the front camera. Can anyone or the apple customer service tell me why it is like that?,3.0 out of 5 stars
620,0,"I’m an Apple fan, because of its simplicity, elegance & good camera. In addition, this phone has a longer battery life, even with good internet use. May be the price could be little more competitive, but all in all, a nice phone.",5.0 out of 5 stars
621,0,Excellence phone. Every thing this fine.,5.0 out of 5 stars
622,One person found this helpful,iPhone XR camera is better than OnePlus 7T...XR beat OP 7T... Excellent Phone...,5.0 out of 5 stars
623,0,I like the phone very much. A great product from Apple.  Very happy that i bought this product in a discount. Worth every penny. The  photo quality is amazing.  The re-charging time is so less.,4.0 out of 5 stars
624,One person found this helpful,Marvelous phone came with the proper packagee and proper secure coding from Amazon. Thank you Amazon for such an organised delivery,5.0 out of 5 stars
625,0,I received the product with hair line scratch on the screen which does not appear at a glance but upon reflection of light on a specific angle it appears.  During delivery I could not detect it but after few days I recognized. From Apple I do not expect any cheating on product quality,2.0 out of 5 stars
626,0,iPhone is always master in mobiles. It’s really amazing. Thanks amazon for best discounted price,5.0 out of 5 stars
627,One person found this helpful,Day one is good with XR. Will have to use for some more days before conclusions. Battery life is impressive. Feels good to handle. Seems to slip out of hard sometimes.,4.0 out of 5 stars
628,0,Face ID is not good..works sometime..sometime forces to use passcode to unlock..default keyboard layout does not have dot key..while editing text it is hard to place the cursor at a desired place in between a word..hey Apple get some update about these in if next update..,4.0 out of 5 stars
629,0,Amazing product as can be expected from Apple. Super camera. Super battery life. Super display.,5.0 out of 5 stars
630,0,Amazing iphone XR experience ..you dont need iphone X or iphone Xs or iphone11pro the perfect iphone for any one who loves Apple brand ...go for iphone Xr or iphone11 both are just fabulous,5.0 out of 5 stars
631,0,Amazing piece of art and technology from apple. Buy this beast especially if u r getting it below 40K. As far as the delivery experience is concerned it was not good and smooth at all due to delays and poor packaging from Amazon. Thumbs up for XR only not Amazon delivery experience.,5.0 out of 5 stars
632,One person found this helpful,"Amazing phone, the xs and xs max are way better but the price of this phone is the real winner. I got the fast charger and some new BT earphones woth the difference. Overall being my 1st iphone, it is really amazing",4.0 out of 5 stars
633,One person found this helpful,My 4th I phone,5.0 out of 5 stars
634,0,Just received the product! Feeling excited! Detailed review will be coming after a month. Delivery was awesome placed the order by yesterday evening received at today noon! The package was damage free . Let’s see the future performance,5.0 out of 5 stars
635,0,The overall look and usage is good but the time it takes to charge is nearly 3 hrs from nill to full.Considering to backside design its little coddy when compared to x .Definitely but u feel very much premium when using this the white is astonishing like sny thing worth for money.,5.0 out of 5 stars
636,0,Looks good and also working great. The disappointed thing is while I was purchasing there is a screen replacement warranty but now it is not there.,4.0 out of 5 stars
637,One person found this helpful,My first iphone..there are some problems switching the os but I’m so far happy with this change.though battery life is just okay with a mediocre and cheap charger.,5.0 out of 5 stars
638,0,This a big daddy for all other branded phones ...I upgraded from 6s to this model..really a good decision i think .but one thing it’s looks very big in hand ..you have to spent some time with that.,5.0 out of 5 stars
639,One person found this helpful,Best iphone in this price range,5.0 out of 5 stars
640,0,"1 month review. : Best deal from amazon under 55k for 128 GB , Excellent battery life almost used upto 2.5 Days with 4G Data enabled ,No face lock issues , Camera Quality is good but portrait feature works only with human face detection ,Red colour is very attractive",5.0 out of 5 stars
641,0,its for my wife . shez coming from iphone 6s to this one . so its a upgrade for her . all in all a great phone .,5.0 out of 5 stars
642,One person found this helpful,"The phone I received is not starting at all and I can’t see the option to replace, this is cheaty",1.0 out of 5 stars
643,One person found this helpful,Nice phone in a great price deal...,5.0 out of 5 stars
644,2 people found this helpful,Best budget iphone currently. Got it for 40k(128 gb model) in amazon sale.,5.0 out of 5 stars
645,One person found this helpful,Great phone from the greatest minds,5.0 out of 5 stars
646,0,This is a very good product.You should buy it without any hesitation.Go for it.Battery of this Iphone XR is very good.It lasts upto 12-13 hours with light use.Face recognition is also excellent.This phone is very smooth to use and you will definitely love using it.,5.0 out of 5 stars
