"review_name","review_rating","review_title","review_text","review_helpful_vote"
"Srinivas","3.0 out of 5 stars","Ok could be stronger","Good one, but if falls down on the floor it will get dents. And should be washed frequently or else bottles will smell",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"Geetanjali","2.0 out of 5 stars","POOR QUALITY","material is very thin, not worth the money,cracked with the slightest hitting against the wall,not expected such bad product from milton",""
"Sree","1.0 out of 5 stars","Leakage","There is a leak, the product is useless to carry while travelling. Even though it was rarely used, there is considerable leakage.",""
"Ramu Goud","1.0 out of 5 stars","Remove from Amazon","Bad",""
"Amazon Customer","2.0 out of 5 stars","not good","not good, ordered two of the same model n sent different slightly different model",""
"Sapna","3.0 out of 5 stars","Good quality","It is 100 percent leak proof ,light weight but as you can see there is a joint inside.
this joint was not in other brand bottle which I ordered , cap is of v good plastic ,all Milton bottles have thin gauge",""
"Shivangi","1.0 out of 5 stars","It's leak","It's leaking",""
"Karthik S","4.0 out of 5 stars","Better than plastic","Like- steel is good. No harm. The cover has inlined plastic. Of some how it was complete metal would have been happier
Dislike - when newly bought it has a pungent smell. Needs good washing first before use..
Keep lid open when not in use",""
"Kaushik Moitra","3.0 out of 5 stars","Very light material","the product is ok ok. If same is not handled with care, chances of dent is there. Product is leak proof.",""
"Yashwanth","4.0 out of 5 stars","Average","Surface of bottle can get scrath marks very easily.",""
"Pravat ranjan pattnaik","3.0 out of 5 stars","Good","I like this product and hot water can stay upto 2to 3 hours must buy but at opening the package the bottle was slightly scraches",""
"Dusmanta Kumar Das","3.0 out of 5 stars","Best all except thickness","Very thin compared to price",""
"Harshita Devi","4.0 out of 5 stars","Good product","Good product",""
"THEBUDCOMPANY","4.0 out of 5 stars","Great value","Don't close while not using... Smell stick to the bottle... Not for cold and hot water. Quality is good",""
"ARINDAM MALAKAR","4.0 out of 5 stars","Good","Good",""
"Srinivas Mailapilli","3.0 out of 5 stars","Very delicate","Looking good but very delicate. Getting dents even for a small impact. Cap also not perfect fit. Spilling water.",""
"dips","2.0 out of 5 stars","Poorly designed","This is very poorly designed. It is definitely not leak proof; in fact it leaks big time. No matter how steady you keep it, the cap always manages to trap some water, so it spills out every time you unscrew the cap, which is extremely annoying. Also, the mouthpiece on this is a bit too wide for a water bottle. I think I fell for Milton's reputation but I regret buying this bottle. Do yourself a favor and get a different bottle.",""
"Anu","5.0 out of 5 stars","Good Quality, Elegant looks","A trusted brand, the water bottle from Milton was of good quality. I have been using it in my office for past couple of weeks, bought it for winters to fill it up with warm water and keep it at my desk for the day. As it is not insulated, the water soon becomes cold but that's not Milton's fault. Any metal container without insulation will be like that. I prefer steel over plastic especially for warm contents so this serves the purpose right. It is durable, the finish is good. Cap fits nicely.","8 people found this helpful"
"Bhavani","4.0 out of 5 stars","Good","Good",""
"LALAN KUMAR","2.0 out of 5 stars","Not up to brand name.","Cheap quality. Won't recomend it to anyone.",""
"Akshay Choudhary","2.0 out of 5 stars","Quality of cap is not good","This bottle is made up of steel but its cap is made up of plastic which is covered by steel cover. Both the cover and cap are stick with some kind of glue. Just after 2 days , its cap became damaged. I used plastic glue to repair its cap.",""
"Vishnu","4.0 out of 5 stars","Finally u can buy🙂","Cheap metal there is no thickness of the bottle and there is no possibility to carry the bottle in hand when we poured water into it ,hope they will provide one carrying wire on the cap",""
"Gallifrey24","1.0 out of 5 stars","Seller has sold defective piece","I had purchased this bottle for office use but unfortunately I only opened it after the return window had closed. There is a Crack near the bottom of the bottle because of which water leaks and bottle is unusable. Complete waste of money. Very poor quality Control from seller and amazon",""
"Baliram lodhi","5.0 out of 5 stars","Ok","Ok",""
"Deen Dayal Kunwar","4.0 out of 5 stars","Very nice product.","Awesome! very nice product with quality material.",""
"User","4.0 out of 5 stars","Worth it","Stable, seems good steel.",""
"dhaval","4.0 out of 5 stars","Thanks a lot for help me AMAZON","#Value for money...",""
"Vijayakumar PD","5.0 out of 5 stars","Good product","Good product",""
"naresh tewari","4.0 out of 5 stars","Value for money","I am using this bottle from last 10 months. Good substitute to plastic bottles. Quality of steel is ok. Although never checked whether magnet sticks to it or not. I think will have to trust milton as its an old and trusted company.",""
"Rachana Samant","1.0 out of 5 stars","It broken down on 2nd day after use... Waste of moneyy","It got broken down after 2 days.... Waste of money... Not expected from this brand... So Brought another one from different brand it is fine...",""
"tanmay","1.0 out of 5 stars","I have received a damaged product","Milton is always a trustable brand,but this time I have received a damaged product,Where its rubber liver is partly damaged.",""
"Lalitha Royal","4.0 out of 5 stars","Good product","Nice product totally liked it can use for college purpose, for school kids and homely",""
"Md.Shahab A.","1.0 out of 5 stars","Very weak product","Not upto mark very weak product",""
"Amazon Customer","4.0 out of 5 stars","Nice Product","The product good was delivered fast and in good condition ....there was dent on the bottle or scratch , leakage or any other issue. Its easy to clean......it is durable.....till now i haven't found any issue ... hope all goes well",""
"immidikalipradeep","4.0 out of 5 stars","Good one .","It's a water bottle and not a flask. It's a single layer steel bottle. The bottle will have dents if it falls from your hand. Its not ruff and tuff. Only for professionals, not school children.",""
"Santosh","1.0 out of 5 stars","Worst quality,it got broken on dropping it on floor accidentally-","Worst quality,easily breakable","One person found this helpful"
"Amazon Customer","1.0 out of 5 stars","Very poor quality steel","Inside some portion is almost transparent. It show how poor quality the steel is this.",""
"siva","3.0 out of 5 stars","Low thickness, medium product","Medium , steel thickness is low , product getting damaged when fall down",""
"BHARGAV","4.0 out of 5 stars","Worthy","Nice product.Good quality of course it's Milton Product.",""
"Rahul","2.0 out of 5 stars","950ml || Full steel body + cap is plastic inside || Water is getting collected in the cap.","Water is getting collected in between plastic and steel space in the cap.
The bottle is strong and has no spillage. Bottle-Cap is plastic from the inside.
The rest of the body is steel. No insulation, so hot water will become cool after some time.",""
"Awnish","1.0 out of 5 stars","Poor quality of products","Water likage",""
"nandeesh k c","4.0 out of 5 stars","Good","Good quality to store hot and cold wtaer",""
"Jain James","4.0 out of 5 stars","Real steel bottle","Good water bottle and very gud quality",""
"mahesh","4.0 out of 5 stars","Good bottle! not bad","From Milton it's good water bottle but lil bit thin coating if accidentally fall down definitely it will go tampering! Handle carefully.",""
"VINODKANNA","4.0 out of 5 stars","Good","There is no stability in the base of bottle.
Very minimal leakage occurs.
Cleaning is difficult.",""
"Nitya Raghavan Nadar","1.0 out of 5 stars","Leakage issue","Received the bottle , opened it to wash and start using , as soon as I filled the bottle it started leaking, out of 3 one bottle leakage is found.
My one question when you are packing stuffs for sale , do we not check for quality and leakproof . Since it’s Milton dint expected this bad experience","3 people found this helpful"
"Shiv Biswas","5.0 out of 5 stars","Good product","Very nice product . Value for money.",""
"Smita","3.0 out of 5 stars","The cap area needs to be improved","The cap area of the bottle is not of good quality steel, the area reacted with water to develop some white colored product.",""
"Sherin George","4.0 out of 5 stars","CUTE PRODUCT FROM MILTON","It's Leak Proof and Durable Stainless Steel Product. Cleaning of the same is bit of difficult as the bottle neck is comparably narrow. That's all. But Looks great on satin finish.",""
"harshali","4.0 out of 5 stars","Value for money","Good",""
"Sengathir","4.0 out of 5 stars","Alternative for plastic bottle.","Worth for money..but not a good quality product..lid not properly sealing. Due to single wall got dent easily...not maintaining temperature too. It looks like a normal steel glass with lid..that's it...",""
"Shantanu Vibhore","5.0 out of 5 stars","Perfect as it is leak proof and easy to clean and plastic free option.","This steel bottle from Milton is one of the best options available and worth buying as it is leak proof and keep water cold. I use it for travelling as well and not faced any issue.",""
