"review_name","review_rating","review_title","review_review_text","review_helpful_vote"
"Rakesh","5.0 out of 5 stars","Original product quick delivery","Original with around 5k less then apple store. I purchased at 60k whereas store was selling at 65k after discount",""
"Krishna u.","2.0 out of 5 stars","Nothing can beats my galaxy ultra","Nothing can beat my galaxy ultra, apple just for porn purposes better privacy","One person found this helpful"
"Parthasarathy S","5.0 out of 5 stars","Ace in smart phone","All best in class",""
"Rajeev bhatnagar","5.0 out of 5 stars","Wonderful experience. As expected. Loved this color. ❤️","",""
"Sateesh kumar Venepally","3.0 out of 5 stars","Adapter","Try to give adapter",""
"shiva","5.0 out of 5 stars","Simply amazing and beautiful","I have been waiting for this phone from last 3 months and finally got it. Loved it 😍",""
"Himanshu K","4.0 out of 5 stars","Wonderful phone","A good phone , i phone standa out of android , a bit difficult to hansle but once you get used to its the best",""
"pranab Samanta","4.0 out of 5 stars","Screen and siri","In single word awesomeness","2 people found this helpful"
"Arunprasad","5.0 out of 5 stars","Very good phone and the delivery was also perfect","Very nice product",""
"Haidar Ali","5.0 out of 5 stars","Uffs it was a dream 🥰💙","iphone always gives you a better experience 💙💙💙 BUT battery backup🥺🥺🥺 I'm very disappointed, ghatiya quality battery backup😭😭😭 AFTER 1 Month review",""
"Visakh","4.0 out of 5 stars","💯💯💯","",""
"Nupur mohanty","5.0 out of 5 stars","Best camera, Best & fast iOS system, Simple operation","The A14-Bionic chip makes it fast operating device, it’s 5G enabled (iPhone 11 lacks 5G), 4K video recording is a additional feature, battery life is a little better than it’s predecessor. The purple & green are the most purchased colours, I had waited for more than 3 months to get the 128 gb purple one. In terms of use it is very smooth and responsive and I just loved it.",""
"Raaja","5.0 out of 5 stars","Good.","Good ..but clarity not so good",""
"Narasimhan","5.0 out of 5 stars","It’s a good phone","It’s a good phone",""
"Shrey","5.0 out of 5 stars","Awesome","Just awesome",""
"Shrikant","4.0 out of 5 stars","nce","bice",""
"Dipanjan Roychoudhary","5.0 out of 5 stars","Perfect replacement for a long time android user","Okay I NEED TO CLEAR a few misconceptions about this phone because i am seeing a lot of negative reviews here which are not true, probably from IOS haters. I have been an android user since 2014 when I got my first phone, after many years i switched to Apple after complaining about their high prices because i was disappointed with Samsung using Exynos processors for their flagship phones in India which causes heating, and Oneplus throwing one cheap model after another every six months.
And trust me guys its amazing. The software is butter smooth, i might never go back to android again. FIRST OF ALL - who said the battery life is bad? I got my phone at 70 percent charge at 2 pm and after 24 hours it was 20 percent EVEN AFTER I KEPT MY DATA PACK ON THE WHOLE TIME.
SECONDLY- why are so many guys reviewing the phone on basis of the charger? everyone knows iphone 12 comes without an adapter. did you people not do your research before buying?
THIRD - the 60 Hz thing does not matter at all, flipping screen is real quick u wont even notice the difference from a 120 Hz in android
and lastly - the AI is so sharp, be it the camera which automatically detects low light or even the face recognition.
overall this phone is worth the high price. i will definitely be using it for 4-5 years. a happy customer here","40 people found this helpful"
"Dilip Ramadas","5.0 out of 5 stars","Good buy","Good phone.",""
"Basudev Ganguly","5.0 out of 5 stars","High quality video recording better than a handicam","In an era when mobile handset is a must in everyday life, there cannot be anything better than an APPLE IPHONE. It is always far far ahead of rest of the android phones. No other phone can match it in terms of its superior quality, features, elegant look and finishing in general and in particular its use as a video camera.",""
"Sanka","4.0 out of 5 stars","Looks better in Black color instead of Blue, overall its fine and sturdy","The device has fallen from me various times but thanks to the sturdiness, the device is fine till now. Camera is good but 64GB is not sufficient these days.",""
"rajesh","4.0 out of 5 stars","Beasttt🔥","Beast🔥
Excellent performance😎","One person found this helpful"
"Shubham sharma","4.0 out of 5 stars","Worth in 2022","Good",""
"Vaishnavi","4.0 out of 5 stars","Amazing battery","iPhone 12 is super fast, sleek, has got great display, and excellent battery.","One person found this helpful"
"PRADEEP SETH","4.0 out of 5 stars","Amazing product","Amazing product",""
"y.kiran kumar","5.0 out of 5 stars","Box and Packing","Everything is ok but Package is not Proper and it's too damaged , and some times my Iphone 12 getting too Hot",""
"Neel A.","5.0 out of 5 stars","Best right now","Great battery life, portrait mode of the camera is amazing, smooth OS, overall worthy if you can grab it in a festival discount!",""
"Pankaj Dhir","4.0 out of 5 stars","Phone is not turning on","Phone was working dinw untill one day when it all of a sudden went black screen went black and now its not turning on I tried all the methods to boot it up, battery status was 60 percent when it turned off now i am worried, no physical damage was there but dont why it stopped functioning. And here in himachal pradesh No service centre is here, have to travle 250Km to get this fixed. It is very sad after spending a huge amount this phone stopped working in just 8 months.","2 people found this helpful"
"Shreyas Zad","5.0 out of 5 stars","One beast of a phone.","I am writing this after a week of my usage with this iPhone 12. I have had the X before and OnePlus 6T as well.
Overall experience of switching to iOS again is so good. The Interface, the speed, smoothness, camera, support, and everything is so well crafter.
I’ll be talking about the pros and cons with respect to the apple standards of course.
Pros:
1. The design is absolutely wonderful, its very very light weight and premium feeling phone with vintage boxy look.
2. The speed, the performance.
3. Camera of course. The normal picture comes out pretty good, they don’t usually need any professional touch.
4. Battery life - I’ll talk about the battery life in day to day life instead of nerdy Screen On Time. I am a doctor and usually don’t play much games on this but I surf web a lot, youtube videos, social media and a lot of WhatsApp and sometimes heavy use for 10% of the time. It can get through one day pretty easily with around 8-9 hr Screen on time, 10hr Stand by time, so you can relate now. Don’t believe that it has bad battery, it has a pretty good battery.
Cons
Nothing much until now.
The back of the phone is fingerprint magnet, attracts a lot of them.
Another concern was the charging adapter which is not provided in the box.","73 people found this helpful"
"Jeet Bania","5.0 out of 5 stars","First iphone? Don’t think, just buy!","Its my first iPhone and I couldn’t be any happier, the experience and privacy features you get with an apple product is top class. The smooth in he OS itself is ✨
I didnt use the camera much, but that works well too.",""
"shazaib","5.0 out of 5 stars","Great product","I was skeptical ordering iPhone from amazon, however when I received it was perfect.",""
